composite_key,objeto_contrato,valor_contrato,processo_gdf,numero_contrato,raw_text_hash,versao_idx
34d92e42ee3f_00600-00011083/2021-27_07/2022,"prestação de serviço de fornecimento de passagens aéreas, por meio da disponibilização de sistema on-line automatizado via rede mundial de computadores, contemplando o serviço de agenciamento de viagens, sob demanda, considerando a cotação, reserva, emissão, remarcação e cancelamento de passagens aéreas nacionais e internacionais, para atendimento das necessidades do TCDF, durante o exercício de 2022","R$ 259.132,32",00600-00011083/2021-27,07/2022,9b1bd9dfb373,0
2abbddb7f091_04029-00000045/2021-87_06/2021,"Contratação de empresa especializada na prestação de serviços grá cos, sob demanda, visando atender às necessidades do Consórcio Interestadual de Desenvolvimento do Brasil Central BrC","R$ 26.845,00",04029-00000045/2021-87,06/2021,f2c7c4b7ee17,0
75b838975ae9_04029-00000045/2021-87_08/2021,"Contratação de empresa especializada na prestação de serviços grá cos, sob demanda, item 4, visando atender às necessidades do Consórcio Interestadual de Desenvolvimento do Brasil Central BrC","R$ 459,00",04029-00000045/2021-87,08/2021,d454bf29736d,0
7c9faae34058_04029-00000045/2021-87_09/2021,"Contratação de empresa especializada na prestação de serviços grá cos, sob demanda, item 1, visando atender às necessidades do Consórcio Interestadual de Desenvolvimento do Brasil Central BrC","R$ 2.150,00",04029-00000045/2021-87,09/2021,45a1b1a01fca,0
4f649ff2d316_04029-00000045/2021-87_10/2021,"Contratação de empresa especializada na prestação de serviços grá cos, sob demanda, item 5, visando atender às necessidades do Consórcio Interestadual de Desenvolvimento do Brasil Central BrC","R$ 355,00",04029-00000045/2021-87,10/2021,50466a23c106,0
0da9891b8f99_00220-00002816/2021-43_01/2021,O Contrato tem por objeto a contratação de empresa especializada para realização de serviços de certificação/emissão e suporte técnico de certificado digital,"R$ 275,00",00220-00002816/2021-43,01/2021,9f1e427178f4,0
5886cc1502f2_04026-00014910/2021-57_24/2021-SEAPE,"Aquisição de mobiliários, para atender as demandas da SECRETARIA DE ESTADO DE ADMINISTRAÇÃO PENITENCIÁRIA DO DISTRITO FEDERAL - SEAPE conforme condições, quantidades e exigências estabelecidas no Edital do Pregão Eletrônico Nº 15/2020-CGU, da Ata de Registro de Preços nº 015/2020 - CGU, Ata de Registro de Preços nº 02/2021 - CGU, de acordo com o Termo de Referência nº 142 proposta / Carta de Autorização","R$ 850.334,00",04026-00014910/2021-57,24/2021-SEAPE,1c5ae145947f,0
8619cc7a38fd_00400-00032644/2021-14_68/2021-SEJUS,"O Contrato tem por objeto a prestação de serviços de de chaveiro com fornecimento de material (fechaduras e cadeados), consoante especifica Edital do pregão eletrônico n° 051/2021- COLIC/SCG/SPLAN/SEEC-DF, o Termo de Referência (Anexo I do Edital) e a Proposta, que passam a integrar o presente Termo","R$ 32.926,30",00400-00032644/2021-14,68/2021-SEJUS,1223f9e471b0,0
6d026876573f_04012-00003874/2021-46_22/2021,"aquisição de Gás Liquefeito de Petróleo GLP, descrição: Gás Butano, botijão de 13kg, consoante a especificação do Edital de Pregão Eletrônico nº 086/2021-COLIC/SCG/SPLAN/SEEC-DF (72059998), da Ata de Registro de Preços nº 0140/2021 (72060064), da Aprovação de Solicitação de Saldo de Ata nº 4954/2021 (72364217) e da Proposta do Fornecedor (72060106)","R$ 19.283,20",04012-00003874/2021-46,22/2021,e70ed4197077,0
2d8f588740be_00132-00003914/2021-51_02/2022,"O presente CONTRATO tem por objetivo, a prestação dos serviços públicos de abastecimento de água, esgotamento sanitário e outros serviços para as dependências do CONSUMIDOR nas unidades de consumo, localidades listadas no contrato","R$ 3.114.600,00",00132-00003914/2021-51,02/2022,a9544c56ec72,0
e886368123ca_04012-00002383/2021-88_107/2021,"serviços a serem executados de forma contínua, correspondentes ao fornecimento e distribuição de energia elétrica de alta tensão, necessários ao funcionamento da Fábrica Social localizada na SCIA QD 14 CJ: 02 LOTE: 16, conforme Contrato CUSD e CCER nº 107/2021 (SEI - 71006169)","R$ 173.024,64",04012-00002383/2021-88,107/2021,b982c89495a7,0
855c1843d3f9_041.001.561/2021_252/2021,Locação de imóvel para a instalação de ponto de atendimento do BRB,"R$ 327.000,00",041.001.561/2021,252/2021,785c1d8cbd13,0
855c1843d3f9_041.001.552/2021_269/2021,Locação de imóvel para a instalação de ponto de atendimento do BRB,"R$ 852.000,00",041.001.552/2021,269/2021,9f8818f4410d,0
27699af10f97_00063-00006016/2021-61_60/2021,Aquisição de Materiais Técnicos,"R$ 17.618,50",00063-00006016/2021-61,60/2021,3acad53244aa,0
d76d15994996_00080-00223438/2021-17_71/2021,"a aquisição de gêneros alimentícios não perecíveis - carne de aves cozida e desfiada (peito de frango), por meio de Registro de Preços, para o Programa de Alimentação Escolar do Distrito Federal - PAE/DF","R$ 4.797.890,55",00080-00223438/2021-17,71/2021,6226100c0dcf,0
f2da1d9912c8_00040-00019287/2021-35_44832/2021,"prestação de serviços de gestão de berçário Institucional para o Programa de Atenção Materno Infantil dos Servidores do Governo do Distrito Federal (PROAMIS/GDF), com disponibilização de mão de obra, fornecimento de alimentação, materiais de limpeza, eletrodomésticos, utensílios de cozinha, brinquedos pedagógicos e materiais didáticos, localizado no Anexo do Palácio do Buriti, itens 1 a 15, para atender às necessidades da Secretaria de Estado de Economia do Distrito Federal, nos termos, condições e especificações estabelecidas no Termo de Referência , no Edital do Pregão Eletrônico nº 092/2021 - COLIC/SCG/SPLAN/SEEC-DF e seus anexos e na Proposta de Preço, que passam a integrar o presente Termo, independentemente de sua integral transcrição","R$ 2.185.678,11",00040-00019287/2021-35,44832/2021,b28ded88ae14,0
f8089de7efa3_00080-00153448/2021-70_63/2021,"a contratação, em caráter emergencial, de empresa especializada em serviços de gestão do transporte escolar, abrangendo fornecimento de combustível, manutenções preventivas e corretivas, garagem e dois operadores - um motorista e um monitor, para atender alunos da Rede Pública, em frota de propriedade da Secretaria de Estado de Educação do Distrito Federal SEEDF, a fim de suprir suas necessidades e demandas dos alunos vinculados às Coordenações Regionais de Ensino do Gama, Núcleo Bandeirante, Recanto das Emas e Santa Maria","R$ 1.870.899,10",00080-00153448/2021-70,63/2021,0a05089fb470,0
c822319a2188_00094-00005554/2020-17_22/2021,"O Contrato tem por objeto a prestação de serviço de Agente de Integração para operacionalização de Programa de Estágio não Obrigatório no Serviço de Limpeza Urbana do Distrito Federal, para estudantes matriculados e com frequência efetiva nos cursos vinculados ao ensino público e particular, oficiais ou reconhecidos e devidamente autorizados a funcionar, em cursos de educação superior, de ensino médio, de educação profissional de nível médio ou superior ou escolas de educação continuada, conforme especificações técnicas e demais condições constante do Termo de Referência - Anexo I do Edital de Licitação do Pregão Eletrônico nº 06/2021-SLU/DF e da Proposta de Preços","R$ 613.104,00",00094-00005554/2020-17,22/2021,06abdcb4faed,0
f2c2f8c4be76_00080-00089788/2018-34_29/2021,"a locação do imóvel situado na Avenida Paranoá, Quadra 17, Conjunto 09, Lote 01, Paranoá/DF com área de 1.030,32 m2 (mil e trinta vírgula e trinta e dois metros quadrados), para acomodar aproximadamente 2.400 (dois mil e quatrocentos) alunos, matriculados no Ensino Fundamental Séries Finais, no Ensino Médio e na EJA (2º e 3º segmentos), nos turnos matutino, vespertino e noturno, além dos professores, equipe gestora e demais servidores necessários ao pleno funcionamento de um Centro Interescolar de Línguas, no Centro Interescolar de Línguas - CIL 01 do Paranoá da Secretaria de Estado de Educação do Distrito Federal - SEEDF","R$ 1.568.400,00",00080-00089788/2018-34,29/2021,5dc58005a74b,0
3d914bbf0187_00133-00002414/2021-73_15/2021,tem por objeto aquisição de materiais de consumo,"R$ 226.863,90",00133-00002414/2021-73,15/2021,6a4845fcfc96,0
5f7b1b0c1dbd_00139-00001275/2021-00_06/2021,"O presente contrato tem por objeto a contratação de empresa especializada na área de alimentação para confecção e fornecimento de 50 KG DE BOLO CONFEITADO TIPO ANIVERSÁRIO COM MASSA PÃO DE LÓ COM RECHEIO DE BABA DE MOÇA, BEIJINHO OU DOCE DE LEITE E COBERTURA DE CHANTILLY DECORADO COM ACABAMENTO, no evento de comemoração ao aniversário de 62 anos do Cruzeiro no dia 30/11/2021","R$ 2.000,00",00139-00001275/2021-00,06/2021,5456bf0dfea0,0
1e541ed28a39_00142-00000790/2021-14_01/2021,"O Contrato tem por objeto a prestação de serviços de eficientização de Iluminação Pública, QR 519 e QN 519 (71056224), do Projeto - 20GMP189 (61397797), do Orçamento - 20GMP189 (61397876), manifestação (62713486), da Planilha Orçamentária Referencial ANEXO I - Projeto Básico (63430519) que passam a integrar o presente Termo","R$ 89.612,87",00142-00000790/2021-14,01/2021,a13e598e583a,0
b4f6503f09c2_00148-00001038/2021-21_07/2021,"contratação de empresa especializada para prestação de serviços de manutenção nas Quadras Esportivas e Parques Infantis do Riacho Fundo I DF nas seguintes localidades, QN 07, QS 04/14, QS 06, GRANJA MODELO, AC 03 LOTE 06, QN 09 AE 08, QS 06 LOTE A, QS 08/10, QS 10, QS 12 AE C, QS 14 AE, QS 16/SUCUPIRA","R$ 1.360.258,59",00148-00001038/2021-21,07/2021,51f64681ba8b,0
204a17ff2cbf_00147-00000282/2021-03_16/2021,"execução da obra de Reforma e Ampliação das Coberturas dos Pontos de Encontro Comunitários PECs, consoante especifica o Edital de Tomada de Preços n° 001/2021 RA-CAND (72408952) e a Proposta n° 73971207","R$ 486.274,89",00147-00000282/2021-03,16/2021,d7f38b6441d3,0
1aa4f52e8eb1_00147-00000467/2021-18_18/2021,"execução da obra de Urbanização da Área sob a Passarela Sul e Reforma do Ponto de Táxi da Entrada Sul, consoante especifica o Edital de Tomada de Preços n° 001/2021 /RA-CAND (72408952) e a Proposta n° 73984315","R$ 238.060,21",00147-00000467/2021-18,18/2021,d77e9233e1ba,0
66f514e1d947_00113-00017237/2021-02_47/2021,aquisição de material do gênero alimentício (água potável) e material de acondicionamento e embalagem (garrafão retornável - vasilhame),"R$ 16.200,00",00113-00017237/2021-02,47/2021,170c6a4ed658,0
87df1af1a415_00220-00004432/2021-65_33/2021,"a aquisição de 3.000 (três mil) pares de chuteiras, consoante especifica o Edital de Pregão Eletrônico SRP nº 024/2021 (72716217), da Proposta (74147552), do Memorando nº 24/2021 (74838254) e do Termo de Referência (74844330), que passam a integrar o presente Termo","R$ 510.000,00",00220-00004432/2021-65,33/2021,3a450720081c,0
2d5dd88ce19b_00220-00004796/2021-45_34/2021,"a prestação de serviço de confecção e personalização de 255 (duzentos e cinquenta e cinco) kits de uniformes que perfazem o quantitativo de 765 (setecentos e sessenta e cinco) camisetas personalizadas em serviço de serigrafia e/ou bordado, e 100 (cem) coletes personalizados com serviço bordado para uso profissional, para atender aos servidores da Secretaria de Estado de Esporte e Lazer do Distrito Federal, consoante especifica o Edital de Licitação de Pregão Eletrônico nº 025/2021 (73091429), da Proposta (74797599), que passam a integrar o presente Termo","R$ 50.049,20",00220-00004796/2021-45,34/2021,e09ba453235d,0
afe2c8d19250_00090-00021019/2021-05_044923/2021,"Contratação de empresa especializada no fornecimento de certificado digital WEB SSL OV de cadeia Internacional, contemplando o aumento da confiabilidade nos sites do Governo do DF com o implemento da autenticidade e criptografia de todos os dados trafegados","R$ 4.675,00",00090-00021019/2021-05,044923/2021,1018411fe226,0
b1b609c67005_00113-00008707/2021-39_49/2021,contratação de empresa especializada na elaboração das peças técnicas e gráficas necessárias e indispensáveis à execução de obras públicas com tipologias e complexidades variadas e outras atividades correlata,"R$ 9.998.559,00",00113-00008707/2021-39,49/2021,be65b813106f,0
6d154a224d90_00056-00001194/2020-77_20/2021,"aquisição de máquinas de costuras para as oficinas de capacitação e profissionalização da FUNAP/DF, conforme especificações contidas no item 03 do Termo de Referência, consoante especifica o Edital Nº 01/2021 (Doc. SEI/GDF nº 57517906), da Proposta de (Doc. SEI/GDF nº 59301569), que passam a integrar o Contrato, na quantidade estimada, de acordo com a classificação por ela alcançada nos itens 02, 06, 07 e 13, do Pregão Eletrônico 01/2021","R$ 44.065,00",00056-00001194/2020-77,20/2021,786d22a915da,0
21fdd2d038ac_00056-00001194/2020-77_22/2021,"aquisição de máquinas de costuras para as oficinas de capacitação e profissionalização da FUNAP/DF, conforme especificações contidas no item 03 do Termo de Referência, consoante especifica o Edital Nº 01/2021 (Doc. SEI/GDF nº 57517906), da Proposta de (Doc. SEI/GDF nº 60374590), que passam a integrar o presente Contrato, na quantidade estimada, de acordo com a classificação por ela alcançada no item 14, Pregão Eletrônico 01/2021","R$ 18.600,00",00056-00001194/2020-77,22/2021,a289145db8f0,0
c56652dc308f_00431-00016313/2021-05_044915/2021,"O Contrato tem por objeto a prestação de serviços de fornecimento de mão de obra, de até 90 (noventa) reeducandos, a serem executados de forma contínua, relacionados às atividades de manutenção e conservação predial, recolhimento de bens inservíveis, copeiragem, serviços gerais, entre outros previstos no Decreto nº 24.193/2003, a serem realizados por internos do sistema prisional que tem direito ao trabalho externo, geridos pela Fundação de Amparo ao Trabalhador Preso - FUNAP/DF, obedecida a qualificação e aptidão de cada sentenciado, consoante especifica o Ofício nº 89/2021 - FUNAP/DIREX/DIRAFI/GEAD/NUCONV (67477083), o Projeto Básico - SEDES/SEEDS/SUAG/ULOM (68102857) e da Justificativa de Dispensa de Licitação (72232567), que passam a integrar o presente Termo","R$ 2.226.614,40",00431-00016313/2021-05,044915/2021,a068a82882ac,0
0af32cfbfe9e_00121-00000210/2021-91_05/2021,"Contratação de empresa especializada em prestação de serviços de manutenção preventiva trimestral e manutenções corretiva, por demanda, no sistema de controle de acesso de pessoas e controle de ponto no edifício da Companhia de Planejamento do Distrito Federal - CODEPLAN, composto por 02 (duas) Catracas Eletrônicas - Marca/Modelo: Henry/Lumen Advance, 03 (Três) Relógios de Ponto - Marca/Modelo: Henry/Prisma Advanced SF, incluindo o fornecimento avulso de peças novas, genuinamente originais, primeiro uso e não recondicionadas","R$ 46.999,98",00121-00000210/2021-91,05/2021,b10b84a7fd6d,0
aa73de5caffa_00220-00000588/2021-77_30/2021,"O Contrato tem por objeto a aquisição de 63 m³ (sessenta e três metros cúbicos) de areia, tipo: lavada, granulometria: fina, a fim de atender demanda formalizada por meio do Estudo Técnico Preliminar (71337870), em observância ao Edital de Pregão Eletrônico SRP nº 008/2021 (61859150), da Ata de Registro de Preços nº 01/2021 - SEL/GDF (64408387), da Aprovação de Solicitação de Saldo de Ata nº 001/2021, que passam a integrar o presente Termo","R$ 5.636,61",00220-00000588/2021-77,30/2021,81428e275b64,0
52715a43356e_00139-00000961/2021-55_04/2021,"O presente contrato tem por objeto a prestação de serviços a serem executados de forma contínua, correspondente ao fornecimento de mão de obra de até 30 (trinta) sentenciados presos e egressos","R$ 632.394,00",00139-00000961/2021-55,04/2021,ceb39145fc14,0
73c88c1cc692_00040-00028038/2021-31_44226/2021,"A aquisição de mobiliário, itens 21 e 28, novos e em primeiro uso, para atender às necessidades da Secretaria de Estado de Economia do Distrito Federal, nos termos, condições e especificações estabelecidas no Termo de Referência , no Edital do Pregão Eletrônico Nº 069/2021 - COLIC/SCG/SPLAN/SEEC-DF e seus anexos, na Proposta de Preço, que passam a integrar o presente Termo, independentemente de sua integral transcrição","R$ 15.411,75",00040-00028038/2021-31,44226/2021,17711249d160,0
132be85ea7ce_04001-0000000204/2021-33_43322/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 95,35",04001-0000000204/2021-33,43322/2021,12b8212a15b3,0
132be85ea7ce_04001-0000000203/2021-99_43323/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.077,60",04001-0000000203/2021-99,43323/2021,bc4bb0bcbcc9,0
132be85ea7ce_04001-0000000279/2021-14_43714/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 41.557,45",04001-0000000279/2021-14,43714/2021,ec1cfd507309,0
132be85ea7ce_04001-0000000270/2021-11_43723/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 286,05",04001-0000000270/2021-11,43723/2021,47ba67485c7c,0
132be85ea7ce_04001-0000000299/2021-95_43853/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 1.716,30",04001-0000000299/2021-95,43853/2021,5dceb479d374,0
132be85ea7ce_04001-0000000331/2021-32_43946/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 428,46",04001-0000000331/2021-32,43946/2021,0769b9ed7265,0
132be85ea7ce_04001-0000000320/2021-52_43970/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 5.911,70",04001-0000000320/2021-52,43970/2021,c6ef5841242d,0
132be85ea7ce_04001-0000000420/2021-89_44171/2021,"CREDECIAMENTO DE PESSOAS JURIDICAS PARA PRESTAÇÃO DE SERVIÇOS DE SAÚDE AOS BENEFICIÁRIOS DO PLANO DE ASSISTÊNCIA SUPLEMENTAR À SAÚDE - GDF-SAÚDE-DF, COMPREENDENDO ASSISTÊNCIA MÉDICA E SERVIÇOS AUXILIARES DE DIAGNÓSTICO E TERAPIA; CONFORME CONTRATO","R$ 565,56",04001-0000000420/2021-89,44171/2021,2aad186c13b3,0
b7defe4a3a13_00053-00038351/2019-41_44/2021,COPIAR DO CONTRATO,"R$ 193.200,00",00053-00038351/2019-41,44/2021,e40c796baca9,0
7165ab724b7d_052-00015307/2021-13_65/2021,"O Contrato tem por objeto a contratação de empresa especializada no fornecimento, sob demanda, de combustível ÓLEO DIESEL S10 e Agente Redutor Líquido de Óxido de Nitrogênio Automotivo ARLA 32, para a frota de veículos automotores e geradores da Polícia Civil do Distrito Federal - PCDF","R$ 1.680.120,14",052-00015307/2021-13,65/2021,2f241c2696af,0
ddd8b820ee21_052-00006989/2020-84_67/2021,O Contrato tem por objeto a prestação de serviços de cobrança bancária; consoante especifica a Justificativa de Inexigibilidade de Licitação,"R$ 1.320.000,00",052-00006989/2020-84,67/2021,b59ae1426ebf,0
a9beef40f596_052-00007595/2020-43_69/2021,"Aquisição de 12 (doze) tablets iOS Apple Pro 3Ger M1 MHW93BZ/A, 12 (doze) teclados Apple MXNK2BZ/A e 12 (doze) películas de vidro Andreata I06382; conforme condições e especificações constantes no Edital de Pregão Eletrônico nº 40/2021-PCDF","R$ 193.498,08",052-00007595/2020-43,69/2021,e6dd7fbceec1,0
d5fe7992e589_052-00007595/2020-43_70/2021,"Aquisição de 48 (quarenta e oito) unidades de tablet Android Marca/Modelo Sansung Galaxy Tab Active3 (SM-T575N), 48 (quarenta e oito) unidades de Capa extra compatível com o modelo de Tablet sistema operacional ANDROID, 48 (quarenta e oito) unidades de película protetora de vidro, 48 (quarenta e oito) unidades cartão de memória micro SD de 32 GB, 48 (quarenta e oito) unidades de carregador veicular e 48 (quarenta e oito) unidades de bateria externa portátil; conforme condições e especificações constantes no Edital de Pregão Eletrônico nº 40/2021-PCDF","R$ 119.849,76",052-00007595/2020-43,70/2021,3c507de5d41f,0
d613a75b0950_052-00001724/2020-90_71/2021,"Aquisição de 03 (três) unidades de estufa tipo câmara climática com fotoperíodo, termoperíodo, umidificação e desumidificação, marca ELETROLAB. Modelo EL222/3; conforme condições e especificações constantes no Edital de Pregão Eletrônico nº 41/2021-PCDF","R$ 52.999,98",052-00001724/2020-90,71/2021,c4c7299e6cca,0
c6f24e64a4d7_00220-00000503/2021-51_24/2021,"execução da (s) obra (s) de LIMPEZA, NIVELAMENTO E EXECUÇÃO DE PISO EM CONCRETO ARMADO dos terrenos onde serão implantados os módulos esportivos, objeto do processo 00220-00000398/2021-50, conforme condições e especificações constantes no Projeto Básico Anexo I do EDITAL, consoante especifica o Edital de Licitação de Tomada de Preços nº 01/2021(ID 65590383), da Proposta de ID 70488956, fls. 01/09, referente ao Lote 01 (GAMA E SOBRADINHO II)","R$ 279.774,96",00220-00000503/2021-51,24/2021,29b3b4e0eb39,0
930b8930746e_00220-00000503/2021-51_25/2021,"execução da (s) obra (s) de LIMPEZA, NIVELAMENTO E EXECUÇÃO DE PISO EM CONCRETO ARMADO dos terrenos onde serão implantados os módulos esportivos, objeto do processo 00220-00000398/2021-50, conforme condições e especificações constantes no Projeto Básico Anexo I do EDITAL, consoante especifica o Edital de Licitação de Tomada de Preços nº 01/2021(ID 65590383), da Proposta de ID 70488956, fls. 10/18, referente ao Lote 02 (CRUZEIRO E TAGUATINGA)","R$ 339.804,32",00220-00000503/2021-51,25/2021,64c7ddad336c,0
094c6d6a9026_00220-00000503/2021-51_26/2021,"execução da (s) obra (s) de LIMPEZA, NIVELAMENTO E EXECUÇÃO DE PISO EM CONCRETO ARMADO dos terrenos onde serão implantados os módulos esportivos, objeto do processo 00220-00000398/2021-50, conforme condições e especificações constantes no Projeto Básico Anexo I do EDITAL, consoante especifica o Edital de Licitação de Tomada de Preços nº 01/2021(ID 65590383), da Proposta de ID 70488956, fls. 21/27, referente ao Lote 03 (RIACHO FUNDO II E RECANTO DAS EMAS)","R$ 339.804,32",00220-00000503/2021-51,26/2021,aaad4b058505,0
cd38f2c63d68_00307-00001480/2020-5_03/2021,"O presente Contrato objetiva o fornecimento de mão de obra de reeducando em regime semiaberto, aberto e livramento condicional do Sistema Penitenciário do Distrito Federal para a Administração Regional do Jardim Botânico - RA-JB","R$ 182.498,40",00307-00001480/2020-5,03/2021,5fb0acedc078,0
da1d5c298d21_00040-00032210/2019-36_42810/2021,"serviço de fornecimento de acesso para leitura como membro Observador Básico e infraestrutura tecnológica de alto desempenho, capacidade e disponibilidade voltada para compartilhamento e atualização de dados da base do Cadastro de Pessoa Física - CPF em meio seguro utilizando a tecnologia blockchain","R$ 36.598,15",00040-00032210/2019-36,42810/2021,3d7cbacb9b43,0
7fd278f051fd_00040-00021265/2021-35_44224/2021,"serviços a serem executados de forma contínua, correspondentes ao fornecimento e distribuição de energia elétrica, necessários ao funcionamento das instalações localizadas no Edifício Anexo do Palácio do Buriti","R$ 8.324.718,27",00040-00021265/2021-35,44224/2021,e15d3ce06b27,0
bed9a80b22ac_00040-00021265/2021-35_44496/2021,"serviços a serem executados de forma contínua, correspondentes ao fornecimento e distribuição de energia elétrica, necessários ao funcionamento das instalações da Academia Buriti","R$ 18.732,38",00040-00021265/2021-35,44496/2021,07d61cb3c3f8,0
64678b32f65b_00040-00013234/2021-19_44510/2021,"serviços de fornecimento dos preços médios dos veículos automotores cadastrados no Distrito Federal, a fim de atender a necessidade da Secretaria de Estado de Economia do Distrito Federal (SEEC) na elaboração da pauta de valores de veículos automotores que servirá para o lançamento do Imposto sobre a Propriedade de Veículos Automotores (IPVA) para o exercício de 2022","R$ 41.834,28",00040-00013234/2021-19,44510/2021,a6710cdae267,0
bf7fa834d8f6_00063-00003762/2021-01_31/2021,Aquisição de Materiais Técnicos visando atender às demandas das áreas técnicas da Fundação Hemocentro de Brasília (FHB),"R$ 4.480,00",00063-00003762/2021-01,31/2021,c0112f349b2a,0
bf7fa834d8f6_00063-00003765/2021-36_36/2021,Aquisição de Materiais Técnicos visando atender às demandas das áreas técnicas da Fundação Hemocentro de Brasília (FHB),"R$ 74.690,00",00063-00003765/2021-36,36/2021,d961f83eadbb,1
67eb52a39226_00054-00014037/2020-88_28/2021,Fornecimento de DOI (Digital Object Identifier) necessários à regular publicação dos textos científicos na Revista Ciência Polícia editada pela Polícia Militar do Distrito Federal,"R$ 1.215,74",00054-00014037/2020-88,28/2021,bc0c48037656,0
0f60dd5a2450_00054-00063862/202020-14_30/2021,"Prestação de serviços de fornecimento de água mineral natural, sem gás, gelada, acondicionada em embalagem plástica tipo copo de polietileno de 200 ml e alimentação preparada tipo refeição principal (marmita), para atender as necessidades da Polícia Militar do Distrito Federal","R$ 72.891,62",00054-00063862/202020-14,30/2021,cced4508de6e,0
bb3ce853ec0d_00144-00001311/2019-14_08/2021,"execução da obra reforma da praça localizada no Bairro Bela Vista, Área Especial - A.E nº 05, São Sebastião/DF, com área total de 4.626,49m² (quatro mil seiscentos e vinte e seis metros quadrados e quarenta e nove centímetros quadrados)","R$ 315.603,25",00144-00001311/2019-14,08/2021,099490015ba2,0
214d13c8452a_00145-00000682/2021-67_03/2021,"O Contrato tem por objeto a execução das obras de Lote 01: Implantação de quadra poliesportiva com arquibancada, calçadas, acessibilidade e mobiliários, na Praça Pública da Quadra 114 Conjuntos 4/10 A do Recanto das Emas - DF, e de Lote 02: Implantação do campo de areia com arquibancada, iluminação, calçadas e acessibilidade, na Praça Pública da Quadra 107 Conjuntos 5/6 do Recanto das Emas - DF, conforme detalhamento constante no Projeto Básico e seus Anexos (Arquivo 57606696 e 60569344)","R$ 437.801,78",00145-00000682/2021-67,03/2021,0ddc314a136b,0
0dc7bf74a678_00040-00002078/2021-52_44660/2021,"O Contrato tem por objeto a prestação de serviços a serem executados de forma contínua, correspondentes ao fornecimento e distribuição de energia elétrica, necessários ao funcionamento de diversas instalações da Secretaria de Estado de Economia do DF - SEEC, localizadas em imóveis próprios","R$ 8.623.579,98",00040-00002078/2021-52,44660/2021,80bca2f2cac0,1
dfbd2e23b4ee_00040-00002078/2021-52_44661/2021,"O Contrato tem por objeto a prestação de serviços a serem executados de forma contínua, correspondentes ao fornecimento e distribuição de energia elétrica, necessários ao funcionamento de diversas instalações da Secretaria de Estado de Economia do DF - SEEC, localizadas em imóvel locado","R$ 1.771.729,22",00040-00002078/2021-52,44661/2021,36d2ccd403b7,1
